FID,Plant,Log_number,Latitude,Longitude,Observatio,issues,BIO1_30s,BIO2_30s,BIO3_30s,BIO4_30s,BIO5_30s,BIO6_30s,BIO7_30s,BIO8_30s,BIO9_30s,BIO10_30s,BIO11_30s,BIO12_30s,BIO13_30s,BIO14_30s,BIO15_30s,BIO16_30s,BIO17_30s,BIO18_30s,BIO19_30s
217,Lonicera maackii,1269570241,41.189377,-81.586085,HUMAN_OBSERVATION,"cdround,gass84",9.916666659,10.68333341,29.18943601,940.4214052,26.89999962,-9.699999809,36.59999943,19.0333333,-0.866666635,21.16666651,-2.083333333,945,95,53,17.73409295,278,185,276,185
218,Lonicera maackii,1802607933,41.167681,-81.566615,HUMAN_OBSERVATION,"cdround,gass84",9.849999867,10.59999994,29.04109648,939.0831966,26.79999924,-9.699999809,36.49999905,18.94999965,-0.916666706,21.09999959,-2.116666675,955,96,54,17.42528389,280,188,278,188
219,Lonicera maackii,1269559785,41.19418,-81.58145,HUMAN_OBSERVATION,gass84,9.879166705,10.64166653,29.23534714,937.1728816,26.70000076,-9.699999809,36.40000057,18.95000013,-0.883333365,21.08333349,-2.083333333,946,95,53,17.69712012,278,185,276,186
220,Lonicera maackii,1703127786,41.136316,-81.52808,HUMAN_OBSERVATION,gass84,9.891666611,10.49999988,28.92561859,936.9239656,26.70000076,-9.600000381,36.30000114,18.9666667,-0.866666714,21.0999999,-2.066666722,962,98,55,17.45390857,283,190,280,190
221,Lonicera maackii,1269572450,41.189268,-81.583696,HUMAN_OBSERVATION,"cdround,gass84",9.916666659,10.68333341,29.18943601,940.4214052,26.89999962,-9.699999809,36.59999943,19.0333333,-0.866666635,21.16666651,-2.083333333,945,95,53,17.73409295,278,185,276,185
222,Lonicera maackii,1315049046,41.188862,-81.548845,HUMAN_OBSERVATION,"cdround,gass84",9.641666628,10.43333332,28.98148222,930.4784495,26.29999924,-9.699999809,35.99999905,18.64999978,-1.050000072,20.76666641,-2.233333309,966,97,55,17.15000521,283,191,280,191
223,Lonicera maackii,1269571174,41.19012,-81.586775,HUMAN_OBSERVATION,gass84,9.916666659,10.68333341,29.18943601,940.4214052,26.89999962,-9.699999809,36.59999943,19.0333333,-0.866666635,21.16666651,-2.083333333,945,95,53,17.73409295,278,185,276,185
224,Lonicera maackii,1453203085,41.195988,-81.57007,HUMAN_OBSERVATION,"cdround,gass84",9.912499969,10.64166652,29.23534789,935.5094007,26.79999924,-9.600000381,36.39999962,18.98333311,-0.833333333,21.0999999,-2.033333381,944,95,53,17.65724628,277,185,276,185
225,Lonicera maackii,1807267466,41.125594,-81.557167,HUMAN_OBSERVATION,"cdround,gass84",10.0083332,10.61666681,29.08675839,940.3984441,26.89999962,-9.600000381,36.5,19.11666648,-0.766666849,21.26666641,-1.983333508,953,98,54,17.93794057,282,187,280,187
226,Lonicera maackii,1807271710,41.169901,-81.590467,HUMAN_OBSERVATION,"cdround,gass84",9.812499948,10.59166664,28.93898035,943.415268,26.79999924,-9.800000191,36.59999943,18.94999981,-1,21.11666632,-2.200000048,958,97,55,17.32628067,281,189,279,189
227,Lonicera maackii,911504909,41.119843,-81.493773,HUMAN_OBSERVATION,"cdround,gass84",10.02499995,10.61666676,29.00728669,941.2503692,26.89999962,-9.699999809,36.59999943,19.18333308,-2,21.26666641,-2,964,99,55,17.61818464,284,190,282,190
228,Lonicera maackii,1807268779,41.170309,-81.591509,HUMAN_OBSERVATION,"cdround,gass84",9.812499948,10.59166664,28.93898035,943.415268,26.79999924,-9.800000191,36.59999943,18.94999981,-1,21.11666632,-2.200000048,958,97,55,17.32628067,281,189,279,189
229,Lonicera maackii,1807268782,41.168383,-81.596373,HUMAN_OBSERVATION,"cdround,gass84",9.787499952,10.62499991,29.03005484,943.9089865,26.79999924,-9.800000191,36.59999943,18.93333308,-2.23333327,21.09999959,-2.23333327,959,97,55,17.28937458,281,189,279,189
230,Lonicera maackii,891727666,41.176625,-81.642939,HUMAN_OBSERVATION,gass84,9.579166666,10.45833342,28.73168553,943.1558657,26.39999962,-10,36.39999962,18.69999997,-1.266666691,20.85000006,-2.450000008,962,97,55,17.54065946,282,189,281,189
231,Lonicera maackii,891746600,41.17333,-81.593709,HUMAN_OBSERVATION,gass84,9.787499952,10.62499991,29.03005484,943.9089865,26.79999924,-9.800000191,36.59999943,18.93333308,-2.23333327,21.09999959,-2.23333327,959,97,55,17.28937458,281,189,279,189
232,Lonicera maackii,891092382,41.168021,-81.558271,HUMAN_OBSERVATION,"cdround,gass84",9.795833372,10.55833323,29.08631729,935.4470518,26.60000038,-9.699999809,36.30000019,18.85000022,-0.933333278,21.00000032,-2.133333325,961,97,55,17.31783096,281,190,279,190
233,Lonicera maackii,891094916,41.120219,-81.519869,HUMAN_OBSERVATION,"cdround,gass84",10.20000012,10.65000023,29.09836099,940.8096199,27.10000038,-9.5,36.60000038,19.31666676,-1.816666643,21.43333371,-1.816666643,946,97,53,17.85759299,279,185,277,185
234,Lonicera maackii,1807271762,41.092313,-81.518533,HUMAN_OBSERVATION,"cdround,gass84",10.1625,10.74166688,29.26884648,942.0170019,27.10000038,-9.600000381,36.70000076,19.31666644,-1.866666834,21.41666667,-1.866666834,951,99,54,18.14454856,282,186,280,186
235,Lonicera maackii,891018650,41.180605,-95.916653,HUMAN_OBSERVATION,"cdround,gass84",10.43333342,11.56666659,27.60540914,1095.601409,30.10000038,-11.80000019,41.90000057,21.33333365,-3.650000066,23.55000019,-3.650000066,760,108,19,54.95781785,312,63,306,63
236,Lonicera maackii,1038993733,41.0692,-73.6386,PRESERVED_SPECIMEN, ,10.71250003,11.40833335,31.34157547,900.6389797,27.89999962,-8.5,36.39999962,9.450000246,-0.533333421,21.73333327,-0.533333421,1232,115,81,8.776962509,333,277,304,277
237,Lonicera maackii,1571164985,41.027442,-83.01247,HUMAN_OBSERVATION,"cdround,gass84",9.562499998,10.7416665,28.49248423,976.671347,27,-10.69999981,37.69999981,19.04999987,-1.649999917,21.2166667,-2.899999917,943,106,48,23.66273109,302,171,298,173
238,Lonicera maackii,1668814721,41.003951,-73.578421,HUMAN_OBSERVATION,"cdround,gass84",11.22500001,11.24999978,31.07734763,900.7206716,28.5,-7.699999809,36.19999981,9.816666762,0.033333341,22.26666673,0.033333341,1171,108,78,8.794902546,319,267,287,267
239,Lonicera maackii,1291076869,41.044049,-81.543147,HUMAN_OBSERVATION,"cdround,gass84",9.970833346,10.69166651,29.21220405,939.9720928,26.89999962,-9.699999809,36.59999943,19.10000022,-2.033333302,21.19999997,-2.033333302,956,101,54,18.48074062,286,187,283,187
240,Lonicera maackii,1453117334,40.958002,-80.169222,HUMAN_OBSERVATION,"cdround,gass84",9.387499968,11.95833313,32.4074072,909.0407685,26.29999924,-10.60000038,36.89999962,18.21666654,-2.183333437,20.26666673,-2.183333437,1005,110,56,19.10646756,311,195,309,195
241,Lonicera maackii,1052604008,41.012137,-81.955723,HUMAN_OBSERVATION,gass84,9.545833337,11.09166664,29.7363723,951.3135826,26.79999924,-10.5,37.29999924,18.76666657,-1.400000016,20.89999978,-2.600000064,957,99,52,19.82215575,292,182,289,182
242,Lonicera maackii,1453047960,41.060421,-81.355066,HUMAN_OBSERVATION,"cdround,gass84",9.545833334,10.52499995,28.99449082,935.2696605,26.39999962,-9.899999619,36.29999924,18.63333337,-2.383333226,20.71666654,-2.383333226,976,101,56,17.35017612,288,194,283,194
243,Lonicera maackii,1796762602,40.97489,-77.7422,PRESERVED_SPECIMEN,gass84,9.949999956,11.86666658,31.81412017,927.1608619,27.39999962,-9.899999619,37.29999924,19.0666666,-1.749999921,21.16666667,-1.749999921,1002,110,61,17.16069074,308,198,299,198
244,Lonicera maackii,1258145263,40.975,-77.742222,PRESERVED_SPECIMEN,"cdround,gass84,iddatunl",9.949999956,11.86666658,31.81412017,927.1608619,27.39999962,-9.899999619,37.29999924,19.0666666,-1.749999921,21.16666667,-1.749999921,1002,110,61,17.16069074,308,198,299,198
245,Lonicera maackii,1796181414,40.9942,-76.6378,PRESERVED_SPECIMEN,gass84,10.01249994,11.70833335,31.22222147,936.5631687,27.70000076,-9.800000191,37.50000095,19.16666667,-0.700000087,21.34999975,-1.816666722,1024,110,61,17.47135759,310,200,302,200
246,Lonicera maackii,1315073007,40.961236,-83.655563,HUMAN_OBSERVATION,"cdround,gass84",9.795833382,10.99166689,28.77399723,988.2754917,27.5,-10.69999981,38.19999981,19.4333334,-1.533333302,21.5666666,-2.850000064,905,99,48,23.05714989,292,169,285,169
247,Lonicera maackii,415945469,41.01675,-73.6359,PRESERVED_SPECIMEN,gass84,11.1291666,11.54166667,31.53460805,902.0468143,28.5,-8.100000381,36.60000038,9.683333397,-0.066666802,22.18333324,-0.066666802,1192,110,78,8.948260269,323,268,296,268
249,Lonicera maackii,1841283275,40.866411,-73.932913,HUMAN_OBSERVATION,"cdround,gass84",11.66666668,10.29999993,29.51289452,890.4221004,28.29999924,-6.599999905,34.89999914,21.98333327,0.650000016,22.58333333,0.650000016,1185,110,75,10.09883994,319,262,308,262
250,Lonicera maackii,1841284321,40.864397,-73.934291,HUMAN_OBSERVATION,"cdround,gass84",11.70833328,10.2833334,29.54980927,889.7518385,28.29999924,-6.5,34.79999924,10.16666663,0.699999968,22.61666648,0.699999968,1183,110,75,10.0094571,317,262,307,262
251,Lonicera maackii,1841276887,40.867936,-73.92982,HUMAN_OBSERVATION,"cdround,gass84",11.61250003,10.3083334,29.62164712,889.4920085,28.20000076,-6.599999905,34.80000067,21.95000013,0.600000024,22.51666689,0.600000024,1185,110,75,10.09883994,319,262,308,262
252,Lonicera maackii,1841283594,40.86552,-73.933445,HUMAN_OBSERVATION,"cdround,gass84",11.70833328,10.2833334,29.54980927,889.7518385,28.29999924,-6.5,34.79999924,10.16666663,0.699999968,22.61666648,0.699999968,1183,110,75,10.0094571,317,262,307,262
253,Lonicera maackii,1841283535,40.865382,-73.933557,HUMAN_OBSERVATION,"cdround,gass84",11.70833328,10.2833334,29.54980927,889.7518385,28.29999924,-6.5,34.79999924,10.16666663,0.699999968,22.61666648,0.699999968,1183,110,75,10.0094571,317,262,307,262
254,Lonicera maackii,1841277139,40.868338,-73.928941,HUMAN_OBSERVATION,"cdround,gass84",11.61250003,10.3083334,29.62164712,889.4920085,28.20000076,-6.599999905,34.80000067,21.95000013,0.600000024,22.51666689,0.600000024,1185,110,75,10.09883994,319,262,308,262
255,Lonicera maackii,1841275512,40.869567,-73.93181,HUMAN_OBSERVATION,"cdround,gass84",11.61250003,10.3083334,29.62164712,889.4920085,28.20000076,-6.599999905,34.80000067,21.95000013,0.600000024,22.51666689,0.600000024,1185,110,75,10.09883994,319,262,308,262
256,Lonicera maackii,1841276782,40.868147,-73.930147,HUMAN_OBSERVATION,"cdround,gass84",11.61250003,10.3083334,29.62164712,889.4920085,28.20000076,-6.599999905,34.80000067,21.95000013,0.600000024,22.51666689,0.600000024,1185,110,75,10.09883994,319,262,308,262
257,Lonicera maackii,1841283534,40.865647,-73.933349,HUMAN_OBSERVATION,"cdround,gass84",11.70833328,10.2833334,29.54980927,889.7518385,28.29999924,-6.5,34.79999924,10.16666663,0.699999968,22.61666648,0.699999968,1183,110,75,10.0094571,317,262,307,262
258,Lonicera maackii,1848757665,40.929176,-81.62935,HUMAN_OBSERVATION,"cdround,gass84",9.779166629,11.14166671,30.11261273,939.3795249,26.89999962,-10.10000038,37,18.93333308,-2.250000079,21.01666641,-2.250000079,947,102,54,19.27065161,288,183,285,183
259,Lonicera maackii,1500267853,40.862958,-73.935433,HUMAN_OBSERVATION,"cdround,gass84",11.70833328,10.2833334,29.54980927,889.7518385,28.29999924,-6.5,34.79999924,10.16666663,0.699999968,22.61666648,0.699999968,1183,110,75,10.0094571,317,262,307,262
260,Lonicera maackii,1806325407,40.808922,-81.457838,HUMAN_OBSERVATION,"cdround,gass84",10.0125,10.89166655,29.75865223,934.2647194,26.89999962,-9.699999809,36.59999943,19.0999999,-1.933333198,21.18333356,-1.933333198,953,106,55,19.62933134,291,185,287,185
261,Lonicera maackii,1571072602,40.868728,-73.876725,HUMAN_OBSERVATION,"cdround,gass84",11.74583333,10.60833357,29.79868908,901.4293145,28.70000076,-6.900000095,35.60000086,10.34999994,0.566666722,22.85000006,0.566666722,1174,109,75,10.18984184,316,260,306,260
262,Lonicera maackii,1802666893,40.866771,-73.876476,HUMAN_OBSERVATION,"cdround,gass84",11.74583333,10.60833357,29.79868908,901.4293145,28.70000076,-6.900000095,35.60000086,10.34999994,0.566666722,22.85000006,0.566666722,1174,109,75,10.18984184,316,260,306,260
263,Lonicera maackii,1315052282,40.81307,-85.694797,HUMAN_OBSERVATION,"cdround,gass84",9.891666714,10.71666661,27.90798555,1000.560831,27.60000038,-10.80000019,38.40000057,19.76666689,-1.433333357,21.7833333,-2.99999996,965,103,47,22.63240978,305,175,296,175
264,Lonicera maackii,1453132848,40.899119,-73.9122,HUMAN_OBSERVATION,gass84,11.47499989,10.24999987,29.28571312,892.9101948,28.20000076,-6.800000191,35.00000095,9.966666559,0.416666706,22.41666651,0.416666706,1189,110,76,9.756912026,318,264,307,264
265,Lonicera maackii,1453204961,40.86138,-77.804695,HUMAN_OBSERVATION,gass84,9.61666673,12.0833333,32.22222214,926.7620448,27.10000038,-10.39999962,37.5,18.70000021,-2.083333333,20.8166666,-2.083333333,1005,110,65,15.43485676,302,204,293,204
266,Lonicera maackii,1453053235,40.907733,-77.753128,HUMAN_OBSERVATION,"cdround,gass84",9.58333332,12.14999988,32.31382915,929.2967358,27.10000038,-10.5,37.60000038,18.71666662,-2.150000016,20.79999987,-2.150000016,1017,112,64,16.32747716,310,205,300,205
267,Lonicera maackii,1796825828,40.867386,-73.875478,PRESERVED_SPECIMEN,"gass84,iddatunl",11.74583333,10.60833357,29.79868908,901.4293145,28.70000076,-6.900000095,35.60000086,10.34999994,0.566666722,22.85000006,0.566666722,1174,109,75,10.18984184,316,260,306,260
268,Lonicera maackii,1797089486,40.8686,-73.8786,PRESERVED_SPECIMEN,gass84,11.74583333,10.60833357,29.79868908,901.4293145,28.70000076,-6.900000095,35.60000086,10.34999994,0.566666722,22.85000006,0.566666722,1174,109,75,10.18984184,316,260,306,260
269,Lonicera maackii,1258110221,40.868611,-73.878611,PRESERVED_SPECIMEN,"cdround,gass84,iddatunl",11.74583333,10.60833357,29.79868908,901.4293145,28.70000076,-6.900000095,35.60000086,10.34999994,0.566666722,22.85000006,0.566666722,1174,109,75,10.18984184,316,260,306,260
270,Lonicera maackii,1795873406,40.82778,-73.43031,PRESERVED_SPECIMEN,"elmms,gass84",11.20833331,9.850000024,29.14201174,870.2476926,27.60000038,-6.199999809,33.80000019,9.449999928,19.29999956,21.88333321,0.5,1109,107,77,10.24179445,302,260,269,264
271,Lonicera maackii,1796582484,40.8678,-73.8775,PRESERVED_SPECIMEN,"gass84,iddatunl",11.74583333,10.60833357,29.79868908,901.4293145,28.70000076,-6.900000095,35.60000086,10.34999994,0.566666722,22.85000006,0.566666722,1174,109,75,10.18984184,316,260,306,260
272,Lonicera maackii,176976911,40.86232,-95.85603,PRESERVED_SPECIMEN,gass84,10.6625,11.90833314,28.42084308,1086.016753,30.29999924,-11.60000038,41.89999962,21.43333324,-3.350000024,23.60000006,-3.350000024,820,111,19,50.44266794,324,68,311,68
273,Lonicera maackii,176976921,40.8567,-97.0309,PRESERVED_SPECIMEN,gass84,10.40000002,12.51666669,29.45098045,1084.797855,30.5,-12,42.5,21.21666654,-3.416666706,23.48333359,-3.416666706,722,116,15,54.86793995,296,49,264,49
274,Lonicera maackii,415899688,40.9075,-74.4425,PRESERVED_SPECIMEN,gass84,10.17500002,10.79999997,29.75206588,915.7299698,27.60000038,-8.699999809,36.30000019,20.56666692,-1.349999984,21.30000019,-1.349999984,1306,122,82,10.35066812,355,282,345,282
275,Lonicera maackii,1098002981,40.85,-73.88,PRESERVED_SPECIMEN,"gass84,iddatunl",11.82083347,10.64166691,29.9765257,901.0964635,28.70000076,-6.800000191,35.50000095,22.25000032,0.650000056,22.90000025,0.650000056,1166,108,75,10.17594734,314,259,305,259
276,Lonicera maackii,143151179,40.916667,124.833333,LIVING_SPECIMEN,"cdround,gass84",5.862499987,11.72499987,25.54466225,1214.183454,27.60000038,-18.29999924,45.89999962,20.25,-9.983333151,20.25,-9.983333151,977,265,9,104.137855,621,35,621,35
277,Lonicera maackii,1847427722,40.787513,-73.967638,HUMAN_OBSERVATION,"cdround,gass84",11.92083336,9.758333415,28.28502439,894.3699218,28.5,-6,34.5,22.23333343,0.849999944,22.93333356,0.849999944,1217,114,78,9.970087103,327,270,317,270
278,Lonicera maackii,1847487551,40.796222,-73.960578,HUMAN_OBSERVATION,gass84,11.94166668,9.833333343,28.42003825,895.0617988,28.60000038,-6,34.60000038,10.49999974,0.866666675,22.96666702,0.866666675,1212,113,77,10.1283228,325,269,314,269
279,Lonicera maackii,1562921260,40.67871,-74.430029,HUMAN_OBSERVATION,"cdround,gass84",10.91250003,11.025,30.54016668,904.8885553,28.39999962,-7.699999809,36.09999943,21.25,-0.416666587,21.96666686,-0.416666587,1279,130,79,11.85369412,358,277,347,277
280,Lonicera maackii,1562921266,40.678303,-74.430013,HUMAN_OBSERVATION,"cdround,gass84",10.91250003,11.025,30.54016668,904.8885553,28.39999962,-7.699999809,36.09999943,21.25,-0.416666587,21.96666686,-0.416666587,1279,130,79,11.85369412,358,277,347,277
281,Lonicera maackii,1805371400,40.746612,-86.331456,HUMAN_OBSERVATION,"cdround,gass84",10.20416667,10.9583333,28.24312692,1004.380077,28,-10.80000019,38.80000019,20.13333321,-1.083333254,22.13333321,-2.766666571,951,102,46,23.02692047,296,167,290,168
282,Lonicera maackii,1805371634,40.742973,-86.332207,HUMAN_OBSERVATION,"cdround,gass84",10.20416667,10.9583333,28.24312692,1004.380077,28,-10.80000019,38.80000019,20.13333321,-1.083333254,22.13333321,-2.766666571,951,102,46,23.02692047,296,167,290,168
283,Lonicera maackii,1831147050,40.746865,-86.33359,HUMAN_OBSERVATION,"cdround,gass84",10.24583326,11.02500007,28.34190207,1005.241835,28.10000038,-10.80000019,38.90000057,20.18333308,-1.066666583,22.18333308,-2.73333325,951,101,46,22.75558891,295,167,289,168
284,Lonicera maackii,1702459016,40.778525,-89.635864,HUMAN_OBSERVATION,"cdround,gass84",10.21666671,11.08333339,27.43399316,1053.048252,28.60000038,-11.80000019,40.40000057,20.53333346,-3.533333381,22.60000022,-3.533333381,943,104,38,29.3145437,306,138,289,138
285,Lonicera maackii,1640119266,40.746812,-86.333533,HUMAN_OBSERVATION,"cdround,gass84",10.24583326,11.02500007,28.34190207,1005.241835,28.10000038,-10.80000019,38.90000057,20.18333308,-1.066666583,22.18333308,-2.73333325,951,101,46,22.75558891,295,167,289,168
286,Lonicera maackii,1702459613,40.705061,-89.423572,HUMAN_OBSERVATION,"cdround,gass84",10.28750011,11.42499988,28.14039354,1048.581566,28.70000076,-11.89999962,40.60000038,20.60000022,-3.399999837,22.61666695,-3.399999837,957,105,39,28.23531881,308,145,290,145
287,Lonicera maackii,1831147051,40.74692,-86.333587,HUMAN_OBSERVATION,"cdround,gass84",10.24583326,11.02500007,28.34190207,1005.241835,28.10000038,-10.80000019,38.90000057,20.18333308,-1.066666583,22.18333308,-2.73333325,951,101,46,22.75558891,295,167,289,168
288,Lonicera maackii,1831146972,40.746981,-86.333536,HUMAN_OBSERVATION,"cdround,gass84",10.24583326,11.02500007,28.34190207,1005.241835,28.10000038,-10.80000019,38.90000057,20.18333308,-1.066666583,22.18333308,-2.73333325,951,101,46,22.75558891,295,167,289,168
289,Lonicera maackii,1640080197,40.746733,-86.332895,HUMAN_OBSERVATION,"cdround,gass84",10.20416667,10.9583333,28.24312692,1004.380077,28,-10.80000019,38.80000019,20.13333321,-1.083333254,22.13333321,-2.766666571,951,102,46,23.02692047,296,167,290,168
290,Lonicera maackii,1805371635,40.748528,-86.332733,HUMAN_OBSERVATION,"cdround,gass84",10.20416667,10.9583333,28.24312692,1004.380077,28,-10.80000019,38.80000019,20.13333321,-1.083333254,22.13333321,-2.766666571,951,102,46,23.02692047,296,167,290,168
291,Lonicera maackii,1671725189,40.704628,-79.519679,HUMAN_OBSERVATION,"cdround,gass84",9.795833353,12.19166687,32.86163544,906.6357887,27,-10.10000038,37.10000038,18.61666663,-1.700000087,20.68333324,-1.700000087,1027,108,60,18.59352009,316,199,314,199
292,Lonicera maackii,1703143211,40.708546,-73.930555,HUMAN_OBSERVATION,"cdround,gass84",12.09166651,10.19999978,29.31034484,890.9592123,28.79999924,-6,34.79999924,22.41666635,1.049999992,23.04999987,1.049999992,1179,112,76,11.02991161,322,261,312,261
293,Lonicera maackii,1703170508,40.689181,-74.264059,HUMAN_OBSERVATION,"cdround,gass84",11.70416666,11.00833328,30.40975979,905.6977723,29.20000076,-7,36.20000076,22.08333333,0.400000056,22.83333349,0.400000056,1248,125,77,11.5362889,347,272,335,272
294,Lonicera maackii,1453080106,40.72326,-74.389493,HUMAN_OBSERVATION,gass84,10.97916681,10.99166667,30.36372026,907.0818915,28.5,-7.699999809,36.19999981,21.35000022,-0.399999936,22.03333378,-0.399999936,1276,128,79,11.48190487,355,276,344,276
295,Lonicera maackii,1453089937,40.681326,-74.388571,HUMAN_OBSERVATION,"cdround,gass84",10.90000001,10.66666633,29.79515679,902.5368377,28.20000076,-7.599999905,35.80000067,21.23333343,-0.416666667,21.90000025,-0.416666667,1287,130,80,11.49178319,359,280,348,280
296,Lonicera maackii,1270048969,40.702428,-89.620503,HUMAN_OBSERVATION,"cdround,gass84",10.57499996,10.98333325,27.25392853,1051.487038,29,-11.30000019,40.30000019,20.86666679,-3.149999966,22.94999997,-3.149999966,934,103,38,28.79359668,304,139,286,139
297,Lonicera maackii,1797411749,40.779842,-73.968597,PRESERVED_SPECIMEN,iddatunl,11.98333341,9.700000087,28.19767459,893.5662449,28.5,-5.900000095,34.4000001,22.28333346,0.916666627,22.98333375,0.916666627,1213,114,77,10.14122384,327,269,316,269
298,Lonicera maackii,1796424871,40.796967,-73.9536,PRESERVED_SPECIMEN,iddatunl,12.01666661,9.866666486,28.51637642,894.7862464,28.70000076,-5.900000095,34.60000086,22.35000006,0.949999928,23.0333333,0.949999928,1201,113,77,10.1191968,323,267,313,267
299,Lonicera maackii,1453179606,40.684836,-74.384222,HUMAN_OBSERVATION,"cdround,gass84",10.71666669,10.58333326,29.64519137,903.0109614,28,-7.699999809,35.69999981,21.06666692,-0.599999984,21.71666686,-0.599999984,1298,129,81,11.11543415,360,283,349,283
300,Lonicera maackii,1453424829,40.684641,-74.383836,HUMAN_OBSERVATION,"cdround,gass84",10.71666669,10.58333326,29.64519137,903.0109614,28,-7.699999809,35.69999981,21.06666692,-0.599999984,21.71666686,-0.599999984,1298,129,81,11.11543415,360,283,349,283
301,Lonicera maackii,1453060776,40.786699,-74.103084,HUMAN_OBSERVATION,"cdround,gass84",11.9416667,10.39999989,29.37853108,902.8914049,28.89999962,-6.5,35.39999962,22.3166666,0.700000048,23.05000019,0.700000048,1223,117,76,10.55865478,333,268,322,268
302,Lonicera maackii,1796553110,40.793986,-73.954261,PRESERVED_SPECIMEN,iddatunl,12.01666661,9.866666486,28.51637642,894.7862464,28.70000076,-5.900000095,34.60000086,22.35000006,0.949999928,23.0333333,0.949999928,1201,113,77,10.1191968,323,267,313,267
303,Lonicera maackii,1097280586,40.778253,-73.967461,PRESERVED_SPECIMEN,iddatunl,11.98333341,9.700000087,28.19767459,893.5662449,28.5,-5.900000095,34.4000001,22.28333346,0.916666627,22.98333375,0.916666627,1213,114,77,10.14122384,327,269,316,269
304,Lonicera maackii,415965608,40.75888,-74.08805,PRESERVED_SPECIMEN,gass84,11.92083337,9.891666604,28.58863149,894.4537676,28.60000038,-6,34.60000038,22.1833334,0.800000032,22.91666683,0.800000032,1216,117,76,10.54398039,331,267,321,267
305,Lonicera maackii,415931388,40.729,-75.181,PRESERVED_SPECIMEN,gass84,10.34166678,12.53333354,32.89588824,925.3251098,28.5,-9.600000381,38.10000038,19.30000019,-1.300000111,21.55000051,-1.300000111,1176,114,72,12.18988809,331,250,323,250
306,Lonicera maackii,1839271590,40.661564,-74.372549,HUMAN_OBSERVATION,"cdround,gass84",11.14166663,10.58333322,29.72846459,900.3909066,28.29999924,-7.300000191,35.59999943,21.46666654,-0.150000016,22.13333337,-0.150000016,1274,130,79,11.78195768,357,277,345,277
307,Lonicera maackii,1847523322,40.535934,-74.324918,HUMAN_OBSERVATION,"cdround,gass84",11.57500007,11.14999974,30.97222108,898.9223424,29.10000038,-6.900000095,36.00000048,21.91666698,0.383333286,22.60000006,0.383333286,1249,128,78,11.94424371,352,274,341,274
308,Lonicera maackii,1841328595,40.607679,-74.508414,HUMAN_OBSERVATION,"cdround,gass84",11.00833319,11.4166667,31.27853808,903.5908925,28.70000076,-7.800000191,36.50000095,21.34999975,-0.316666762,22.01666641,-0.316666762,1268,131,78,12.26483332,357,276,348,276
309,Lonicera maackii,1500327236,40.625785,-74.574401,HUMAN_OBSERVATION,"cdround,gass84",10.54583322,11.60833341,31.54438493,907.2747712,28.39999962,-8.399999619,36.79999924,20.91666635,-0.833333294,21.58333302,-0.833333294,1292,130,80,11.56952359,360,281,353,281
310,Lonicera maackii,1562927723,40.635874,-74.49254,HUMAN_OBSERVATION,"cdround,gass84",10.72500001,11.35000009,31.09589067,905.6476803,28.39999962,-8.100000381,36.5,21.08333317,-0.616666635,21.76666673,-0.616666635,1286,131,80,11.75263844,360,280,351,280
311,Lonicera maackii,1562911299,40.656143,-74.526722,HUMAN_OBSERVATION,"cdround,gass84",10.86666669,11.89999975,32.07547151,909.5911543,28.79999924,-8.300000191,37.09999943,21.25,-0.533333381,21.96666686,-0.533333381,1266,130,78,12.16711176,356,274,347,274
312,Lonicera maackii,1562929401,40.595641,-74.571762,HUMAN_OBSERVATION,"cdround,gass84",11.01249993,11.54166659,31.44868337,906.8354682,28.79999924,-7.900000095,36.69999933,21.38333321,-0.366666714,22.04999987,-0.366666714,1263,129,77,12.21965269,355,274,347,274
313,Lonicera maackii,1584409431,40.578295,-74.446406,HUMAN_OBSERVATION,"cdround,gass84",11.52916673,11.69166686,31.59909922,909.9586923,29.60000038,-7.400000095,37.00000048,21.94999997,0.149999936,22.66666667,0.149999936,1246,131,76,12.88052725,354,270,344,270
314,Lonicera maackii,1640093386,40.625003,-74.501467,HUMAN_OBSERVATION,"cdround,gass84",10.68749996,11.30833313,31.06684958,903.8380904,28.29999924,-8.100000381,36.39999962,21.01666657,-0.650000056,21.6833334,-0.650000056,1289,131,80,11.74283962,360,280,351,280
315,Lonicera maackii,1668810229,40.636786,-75.38771,HUMAN_OBSERVATION,"cdround,gass84",10.76250001,12.0916667,32.07338745,929.7949934,28.79999924,-8.899999619,37.69999886,19.74999984,-0.949999889,21.99999968,-0.949999889,1137,113,69,13.04533241,322,240,314,240
316,Lonicera maackii,1668867353,40.658271,-74.527425,HUMAN_OBSERVATION,"cdround,gass84",10.86666669,11.89999975,32.07547151,909.5911543,28.79999924,-8.300000191,37.09999943,21.25,-0.533333381,21.96666686,-0.533333381,1266,130,78,12.16711176,356,274,347,274
317,Lonicera maackii,1677302907,40.56528,-74.554102,HUMAN_OBSERVATION,"cdround,gass84",11.39166663,11.73333315,31.79765155,907.4886248,29.29999924,-7.599999905,36.89999914,21.7833333,0.016666651,22.44999997,0.016666651,1240,129,75,12.80928867,351,269,344,269
318,Lonicera maackii,1703176935,40.602223,-74.458079,HUMAN_OBSERVATION,"cdround,gass84",11.38333339,11.35000002,31.09589007,905.8856434,29.10000038,-7.400000095,36.50000048,21.75000016,0.016666651,22.4333334,0.016666651,1247,131,76,12.74536137,353,270,344,270
